0,0,0.01705,0,0,0
0,0,0.01705,0,0,0
-1.6258e-10,1.3481e-19,0.01705,-1.2814e-11,-1.2713e-09,-8.4468e-12
-1.0191e-08,2.1091e-16,0.017051,-8.0271e-10,-1.397e-08,-5.2935e-10
-4.1849e-07,1.8536e-13,0.017062,-3.2958e-08,-8.0364e-08,-2.1745e-08
-1.255e-05,9.5329e-11,0.017249,-9.8805e-07,-5.4186e-07,-6.524e-07
-5.1361e-05,1.02e-09,0.017653,-3.316e-06,-4.4182e-07,-2.2684e-06
-0.00010575,3.3392e-09,0.018131,-5.4617e-06,8.6751e-07,-4.2899e-06
-0.00016611,6.8554e-09,0.018644,-6.8695e-06,2.9628e-06,-6.5423e-06
-0.00023892,1.1355e-08,0.019175,-7.8527e-06,6.0269e-06,-9.1355e-06
-0.00031991,1.6731e-08,0.019719,-8.7862e-06,1.0134e-05,-1.2305e-05
-0.00038726,2.2899e-08,0.020269,-1.0392e-05,1.4251e-05,-1.5972e-05
-0.00042126,3.0161e-08,0.020824,-1.409e-05,1.8058e-05,-1.9665e-05
-0.00042973,3.9703e-08,0.021386,-1.9291e-05,2.2532e-05,-2.3383e-05
-0.00042869,5.2126e-08,0.021951,-2.4867e-05,2.7827e-05,-2.7227e-05
-0.00041111,6.7277e-08,0.022516,-3.0621e-05,3.3383e-05,-3.1227e-05
-0.0003611,8.4783e-08,0.02308,-3.786e-05,3.9294e-05,-3.5331e-05
-0.00029022,1.0589e-07,0.023645,-4.6128e-05,4.5216e-05,-3.9066e-05
-0.00021903,1.3132e-07,0.024212,-5.3624e-05,5.0461e-05,-4.218e-05
-0.0001837,1.6238e-07,0.024785,-5.9732e-05,5.4296e-05,-4.482e-05
-0.00019923,1.9882e-07,0.025363,-6.3204e-05,5.6742e-05,-4.7269e-05
-0.00029382,2.4e-07,0.025939,-6.3265e-05,5.8701e-05,-4.993e-05
-0.00046676,2.8411e-07,0.02651,-5.9283e-05,6.0782e-05,-5.2934e-05
-0.00062672,3.2449e-07,0.027078,-5.1767e-05,6.388e-05,-5.6262e-05
-0.00075609,3.587e-07,0.027646,-4.2062e-05,6.9274e-05,-5.9793e-05
-0.00086042,3.8599e-07,0.028218,-3.061e-05,7.8096e-05,-6.3143e-05
-0.00095185,4.0589e-07,0.028798,-1.7324e-05,8.9265e-05,-6.6206e-05
-0.0010296,4.1693e-07,0.029383,-2.1476e-06,0.00010136,-6.9477e-05
-0.001155,4.2313e-07,0.029962,1.4127e-05,0.00011484,-8.523e-05
-0.0012329,4.1702e-07,0.03054,3.2471e-05,0.00013061,-0.00010764
-0.0012208,3.9055e-07,0.031126,5.3216e-05,0.00014869,-0.00012473
-0.0011655,3.4493e-07,0.031722,7.5299e-05,0.00016783,-0.00013874
-0.0010371,2.7414e-07,0.032322,9.8208e-05,0.00018721,-0.00015127
-0.00086437,1.8107e-07,0.032924,0.00012073,0.0002056,-0.00016304
-0.00067568,6.9862e-08,0.033526,0.00014306,0.00022167,-0.00017445
-0.00048579,-5.7287e-08,0.034127,0.00016648,0.00023576,-0.00018593
-0.00028123,-2.0476e-07,0.034732,0.00019134,0.0002491,-0.00019799
0.00025109,-4.3875e-07,0.035318,0.0002173,0.00026302,-0.00023175
0.00073447,-6.9447e-07,0.035901,0.00024415,0.00027787,-0.00027523
0.00093007,-9.0706e-07,0.036504,0.0002726,0.00029385,-0.00030681
0.0011228,-1.1446e-06,0.037114,0.0003051,0.00031121,-0.00033128
0.00137,-1.4267e-06,0.037725,0.00034183,0.00032933,-0.00035165
0.0016589,-1.7514e-06,0.038335,0.00038059,0.00034811,-0.00037008
0.0019444,-2.1048e-06,0.038947,0.00042027,0.00036602,-0.00038771
0.0021467,-2.4381e-06,0.039519,0.00046162,0.00038241,-0.00043016
0.0021955,-2.6976e-06,0.040012,0.00050573,0.00039803,-0.00050334
0.0021047,-2.8471e-06,0.040391,0.0005524,0.00041277,-0.00059282
0.0021992,-3.0722e-06,0.04067,0.00060054,0.00042598,-0.0006964
0.0024574,-3.3792e-06,0.040852,0.00064879,0.00043809,-0.00081318
0.0024499,-3.4356e-06,0.040952,0.00069805,0.00044905,-0.00093479
0.0022405,-3.3846e-06,0.041168,0.00074826,0.00046021,-0.0010539
0.0020161,-3.4239e-06,0.041542,0.00079736,0.0004721,-0.0011674
0.0016998,-3.3488e-06,0.041923,0.0008442,0.00048303,-0.001274
0.001507,-3.4829e-06,0.042367,0.00088918,0.00049364,-0.0013592
0.0014721,-3.952e-06,0.042935,0.00093332,0.00050463,-0.0014171
0.0014242,-4.4956e-06,0.043576,0.00097692,0.00051724,-0.0014589
0.0014024,-5.1479e-06,0.044261,0.0010211,0.00053204,-0.0014904
0.0013155,-5.7808e-06,0.044993,0.0010657,0.00054903,-0.0015156
0.0011402,-6.3575e-06,0.04577,0.0011083,0.00056838,-0.0015374
0.0009318,-6.9262e-06,0.04656,0.0011476,0.00058978,-0.0015569
0.00061449,-7.3479e-06,0.047348,0.0011837,0.00061256,-0.0015748
0.00024544,-7.6894e-06,0.048119,0.0012178,0.00063517,-0.0015914
-7.8861e-05,-8.1007e-06,0.048873,0.001251,0.00065803,-0.0016067
-0.00032614,-8.6454e-06,0.049617,0.0012841,0.00068192,-0.0016208
-0.00067538,-8.9479e-06,0.05029,0.0013167,0.00070659,-0.0016508
-0.00094149,-9.1989e-06,0.050812,0.0013469,0.00073231,-0.0017097
-0.00088307,-9.8996e-06,0.051251,0.0013757,0.00075963,-0.001789
-0.00033092,-1.1524e-05,0.051687,0.0014034,0.00078793,-0.0018804
