0,0,0,0,0,0,0,0,0,0,0,0,4.0303e+05,0,0,0
1.2063e+05,1.2873e+05,-2.0932e+05,-2.0121e+05,-0,-0,-0,-854.49,-0,-0,-30.94,83.684,4.3176e+05,0,0,0
67936,84748,-2.5152e+05,-2.347e+05,-0,-0,-0,-1773.1,-0,-0,-64.307,173.93,4.2119e+05,0,0,0
10806,36658,-2.925e+05,-2.6665e+05,-0,-0,-0,-2728.7,-0,-0,-99.96,270.36,4.0903e+05,0,0,0
-56584,-22915,-3.0935e+05,-2.7568e+05,-0,-0,-0,-3556.8,-0,-0,-137.75,372.59,3.8028e+05,0,0,0
-66207,-77005,1.5801e+05,1.4722e+05,-0,-0,-0,-1262.8,-0,-0,248.42,261.99,2.4944e+05,0,0,0
-3.309e+05,-3.1609e+05,-2.3137e+05,-2.1656e+05,0,0,0,1688.7,0,0,259.17,21.455,1.4767e+05,0,0,0
-17386,-6641.5,21091,31836,0,0,0,1072.7,0,0,273.19,16.707,1.3905e+05,0,0,0
2.7849e+05,2.6266e+05,2.9359e+05,2.7776e+05,0,0,0,530.9,0,0,446.16,28.426,1.2229e+05,0,0,0
-35118,-43729,-33592,-42203,-0,-0,-0,-284.27,-0,-0,464.99,87.799,1.111e+05,0,0,0
31106,25581,18567,13043,-0,-0,-0,-2042.4,-0,-0,187.81,270.92,1.0486e+05,0,0,0
32069,27487,24301,19719,-0,-0,-0,-5374.5,-0,-0,281.11,675.91,1.0363e+05,0,0,0
3439.5,1700.5,4295.6,2556.6,-0,-0,-0,-549.62,-0,-0,522.73,410.19,1.0281e+05,0,0,0
4297.1,2929.9,1964.7,597.49,-0,-0,-0,-809.08,-0,-0,465.73,456.6,99674,0,0,0
74221,1.1562e+05,70272,1.1167e+05,0,0,0,82.502,0,0,404.86,400.26,74868,-0,-0,-0
1.558e+05,1.804e+05,1.565e+05,1.811e+05,-0,-0,-0,-5112,-0,-0,519.17,905.65,61926,-0,-0,-0
-12408,-16151,-18120,-21863,0,0,0,835.06,0,0,326.73,519.86,92973,-0,-0,-0
-15897,-23764,-23176,-31043,0,0,0,1910,0,0,207,382.19,82500,-0,-0,-0
-2.4525e+05,-2.6919e+05,-2.5911e+05,-2.8304e+05,0,0,0,3090.6,0,0,-98.389,192.83,1.4988e+05,0,0,0
-1.7052e+05,-1.6659e+05,-1.7788e+05,-1.7395e+05,0,0,0,6322.8,0,0,-62.528,-242.93,79580,-0,-0,-0
-5.0604e+05,-4.952e+05,-5.0757e+05,-4.9672e+05,0,0,0,6209.3,0,0,34.672,-475.35,35167,-0,-0,-0
-1.1754e+05,-1.1394e+05,-1.1631e+05,-1.1271e+05,0,0,0,8452,0,0,105.7,-934.04,40494,-0,-0,-0
3.3585e+05,3.4264e+05,3.4575e+05,3.5254e+05,0,0,0,4823.3,0,0,405.06,-903.97,59291,-0,-0,-0
-1.0716e+05,-1.0691e+05,-89019,-88772,0,0,0,3334.1,0,0,801.49,-943.6,78794,-0,-0,-0
