-0,-0,1,0,0,0
-0.026617,-0.090786,1.0948,0,0,0
-0.05532,-0.18869,1.2154,0,0,0
-0.085988,-0.29329,1.3435,0,0,0
-0.11849,-0.40416,1.4785,0,0,0
-0.017605,-0.032244,1.5,0,0,0
-0.19652,-0.26463,1.4333,0,0,0
-0.21746,-0.28398,1.4875,0,0,0
-0.029899,-0.036633,1.5,0,0,0
-0.029297,-0.048586,1.5,0,0,0
-0.019502,-0.048037,1.5,0,0,0
-0.0059,-0.04059,1.5,0,0,0
-0.004019,-0.048033,1.5,0,0,0
-0.0022575,-0.045251,1.5,0,0,0
0.056983,-0.51219,1.4196,0,0,0
0.17215,-0.51247,1.3336,0,0,0
0.17692,-0.30039,1.3681,0,0,0
0.16177,-0.23573,1.3235,0,0,0
-0.0029932,-0.020926,1.5,0,0,0
-0.13756,-0.21843,1.3689,0,0,0
-0.4672,-0.30783,1.1982,0,0,0
-0.58417,-0.2682,1.1072,0,0,0
-0.38117,-0.32222,1.0667,0,0,0
-0.41236,-0.27823,1.0581,0,0,0
-0.29882,-0.15093,1.1946,0,0,0
-0.35486,-0.14459,1.1899,0,0,0
-0.25436,-0.31211,1.2093,0,0,0
-0.10262,-0.62854,0.98688,0,0,0
-0.076007,-0.71528,1.156,0,0,0
-0.12508,-0.75609,1.1647,0,0,0
0.059956,-0.79674,1.2688,0,0,0
0.20944,-0.94514,1.1683,0,0,0
0.24495,-0.92287,1.1521,0,0,0
0.26653,-0.9836,1.1182,0,0,0
0.23991,-1.028,1.074,0,0,0
0.30683,-1.2344,1.1895,0,0,0
0.32474,-1.1616,0.96432,0,0,0
0.13978,-1.0965,1.1739,0,0,0
0.17211,-1.1288,1.1084,0,0,0
0.23993,-1.0508,1.0987,0,0,0
0.38675,-1.1557,1.0404,0,0,0
0.38723,-1.3556,1.0201,0,0,0
0.34078,-1.3788,1.0692,0,0,0
0.002041,-1.3885,0.91538,0,0,0
-0.061683,-1.1014,0.84328,0,0,0
-0.10827,-1.2297,0.69378,0,0,0
0.092072,-1.3313,0.69797,0,0,0
0.03741,-1.479,0.56314,0,0,0
-0.1432,-1.1931,0.57514,0,0,0
-0.13926,-1.1468,0.95817,0,0,0
-0.14659,-0.96899,0.89288,0,0,0
-0.20997,-0.95507,0.76604,0,0,0
-0.18073,-1.0797,1.0917,0,0,0
-0.27356,-1.1732,1.2394,0,0,0
-0.31093,-1.1989,1.3698,0,0,0
-0.20382,-0.97757,1.3926,0,0,0
-0.053186,-0.11231,1.5,0,0,0
-0.054045,-0.12042,1.5,0,0,0
-0.062644,-0.11806,1.5,0,0,0
-0.089519,-0.10506,1.5,0,0,0
-0.79467,-0.99888,1.3145,0,0,0
-0.73306,-0.80338,1.3431,0,0,0
-0.57888,-0.76372,1.2741,0,0,0
-0.27112,-0.90192,0.88059,0,0,0
-0.097974,-1.1681,0.73076,0,0,0
-0.0059976,-1.083,0.82265,0,0,0
0.26204,-1.1448,0.84111,0,0,0
0.48804,-0.94852,0.91092,0,0,0
0.27352,-0.99374,0.72306,0,0,0
0.23901,-1.0918,0.77218,0,0,0
0.30912,-1.0291,0.7665,0,0,0
0.011777,-1.0461,0.4825,0,0,0
-0.084714,-1.1074,0.83957,0,0,0
-0.31512,-1.0208,0.71041,0,0,0
-0.18528,-1.2296,0.71915,0,0,0
-0.16787,-0.86924,0.87879,0,0,0
-0.061912,-0.88139,1.0354,0,0,0
0.11331,-0.88516,1.2715,0,0,0
-0.040048,-0.90499,1.3171,0,0,0
-0.13034,-0.94217,1.459,0,0,0
-0.15401,-0.863,1.4597,0,0,0
-0.20085,-0.79726,1.4022,0,0,0
-0.29003,-0.78649,1.1058,0,0,0
-0.42598,-0.9004,1.1085,0,0,0
-0.42933,-0.94231,1.0823,0,0,0
-0.23038,-0.73642,1.143,0,0,0
-0.28367,-0.83355,0.84596,0,0,0
-0.41883,-0.51105,0.83342,0,0,0
-0.32235,-0.53217,0.79265,0,0,0
-0.36101,-0.29795,0.95944,0,0,0
-0.49324,-0.23912,0.78839,0,0,0
-0.44132,-0.090655,0.95729,0,0,0
-0.58384,-0.038538,0.76752,0,0,0
-0.59172,-0.19331,0.83545,0,0,0
-0.49996,-0.29133,0.89274,0,0,0
-0.64785,-0.51757,0.88221,0,0,0
-0.26886,-0.44635,0.76385,0,0,0
-0.28002,-0.16537,0.88827,0,0,0
-0.081607,-0.15748,0.99763,0,0,0
-0.14143,-0.29513,0.96213,0,0,0
-0.21308,-0.51456,0.95319,0,0,0
-0.20419,-0.64721,0.92374,0,0,0
-0.069028,-0.71833,1.1449,0,0,0
-0.20828,-1.0274,0.98319,0,0,0
0.01409,-0.92641,0.7771,0,0,0
0.0052859,-0.99453,0.99951,0,0,0
0.012184,-0.65266,1.3407,0,0,0
0.029504,-0.067827,1.5,0,0,0
0.027184,-0.059408,1.5,0,0,0
0.033463,-0.030793,1.5,0,0,0
-0.00064581,0.0089505,1.5,0,0,0
-0.0028175,0.020467,1.5,0,0,0
-0.19793,0.091398,1.1955,0,0,0
0.020947,0.1509,1.3056,0,0,0
0.16957,0.21483,1.3147,0,0,0
0.15255,-0.0080322,1.3321,0,0,0
0.097215,0.034645,1.231,0,0,0
-0.077496,0.072309,1.2426,0,0,0
0.17803,0.25219,1.4601,0,0,0
0.39839,0.11734,1.3655,0,0,0
0.31799,0.057687,1.2884,0,0,0
0.45524,0.25576,1.1,0,0,0
0.48993,0.78257,1.2679,0,0,0
0.5274,0.43878,1.3459,0,0,0
0.73102,0.42161,1.186,0,0,0
0.46562,0.071129,1.1519,0,0,0
0.52634,-0.076221,1.3679,0,0,0
0.49313,-0.15468,1.1691,0,0,0
0.44738,-0.064801,1.3529,0,0,0
0.56325,0.19546,1.305,0,0,0
0.36975,0.31492,1.4421,0,0,0
0.2355,0.43478,1.2808,0,0,0
0.35624,0.37024,1.0297,0,0,0
0.23481,0.0050532,0.92992,0,0,0
0.16259,-0.062211,0.856,0,0,0
0.015036,0.24903,0.8864,0,0,0
0.026039,0.39867,0.85473,0,0,0
0.015416,0.69479,0.91717,0,0,0
0.13744,0.58456,0.74897,0,0,0
0.14703,0.47763,0.95865,0,0,0
-0.088609,0.47455,0.87687,0,0,0
-0.19059,0.5089,0.90515,0,0,0
-0.37507,0.39459,1.1134,0,0,0
-0.51931,0.36787,1.2887,0,0,0
-0.39163,0.56289,1.3162,0,0,0
-0.3079,0.63064,1.0912,0,0,0
-0.024141,0.94062,0.64351,0,0,0
0.1705,0.82096,0.38352,0,0,0
0.49931,0.65587,0.46329,0,0,0
0.67492,0.74132,0.6674,0,0,0
0.5789,0.80405,0.65257,0,0,0
0.7018,0.80883,0.68726,0,0,0
0.71995,0.81924,1.0578,0,0,0
0.60634,0.53951,0.74599,0,0,0
0.50207,0.39552,0.61442,0,0,0
0.61144,0.50086,0.40251,0,0,0
0.25236,0.48215,0.36075,0,0,0
0.1524,0.62834,0.22887,0,0,0
0.22247,0.59153,0.28697,0,0,0
0.085907,0.28071,0.49662,0,0,0
0.13277,0.39062,0.36443,0,0,0
0.054815,0.22849,0.2913,0,0,0
0.16539,0.022489,0.1723,0,0,0
-0.43449,0.041716,0.45266,0,0,0
-0.86338,-0.05149,0.41258,0,0,0
-0.7627,0.12866,0.31386,0,0,0
-0.76213,0.17323,0.13298,0,0,0
-0.66702,0.28214,0.055079,0,0,0
-0.5707,0.21316,0.1365,0,0,0
-0.86259,0.031759,0.0022376,0,0,0
-0.84883,0.17203,0.085659,0,0,0
-1.2467,0.39135,0.085438,0,0,0
-0.92169,0.051113,0.29048,0,0,0
-1.2742,-0.41567,0.28222,0,0,0
-1.0998,-0.21098,0.28416,0,0,0
-1.2554,-0.40916,0.21696,0,0,0
-1.2824,-0.34496,0.3866,0,0,0
-1.2841,-0.50097,0.33189,0,0,0
-1.1046,-0.61811,0.10633,0,0,0
-1.0206,-0.44579,0.26128,0,0,0
-1.071,-0.57617,0.049398,0,0,0
-1.1523,-0.33582,0.24274,0,0,0
-0.94546,-0.046937,0.13014,0,0,0
-0.68045,0.20589,0.15735,0,0,0
-0.35578,0.16541,-0.026119,0,0,0
-0.060363,0.15817,-0.14191,0,0,0
-0.0028097,-0.15453,-0.2686,0,0,0
0.059385,-0.38933,-0.49117,0,0,0
-0.066711,-0.23526,-0.54855,0,0,0
-0.17079,-0.36217,-0.35276,0,0,0
-0.10982,-0.42785,-0.26891,0,0,0
-0.18144,-0.64595,-0.31168,0,0,0
-0.21292,-0.48248,-0.058483,0,0,0
-0.27012,-0.318,0.054149,0,0,0
-0.66167,-0.22487,-0.032447,0,0,0
-0.67249,-0.11132,-0.093498,0,0,0
-0.53732,-0.098986,-0.52358,0,0,0
-0.69029,-0.15102,-0.59324,0,0,0
-0.27411,0.13379,-0.61967,0,0,0
-0.104,0.19962,-0.44971,0,0,0
-0.32608,0.36342,-0.71989,0,0,0
-0.47217,0.17231,-0.6981,0,0,0
-0.35268,0.48115,-0.57232,0,0,0
-0.36435,0.83636,-0.81648,0,0,0
-0.48138,0.74527,-0.88302,0,0,0
