0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9804e+05,0,0,0,0
-3.1386e+05,0,0,0,-9.3773e+05,-1.7592e+05,-0,-0,-0,-43152,-0,-0,-1565.1,4231.5,2.1125e+06,0,0,0,0
-4.6982e+05,0,0,0,-1.3927e+06,-2.6297e+05,-0,-0,-0,-68899,-0,-0,-2506.7,6773,3.0912e+06,0,0,0,0
-5.1836e+05,0,0,0,-1.3525e+06,-2.9047e+05,-0,-0,-0,-78378,-0,-0,-2893.5,7815.6,3.0415e+06,0,0,0,0
-4.9607e+05,0,0,0,-1.1432e+06,-2.7894e+05,-0,-0,-0,-76190,-0,-0,-3042.9,8217.9,2.805e+06,0,0,0,0
-54375,0,0,0,97184,1.1779e+05,0,0,0,50531,0,0,16644,-1750.3,1.3345e+06,0,0,0,0
-3.7254e+05,0,0,0,1.4087e+06,1.774e+05,0,0,0,1.254e+05,0,0,7000.5,-10994,-2.0421e+06,-0,-0,-0,0
87816,0,0,0,-94950,-8632.3,0,0,0,8241.6,0,0,3695.7,-4402.7,1.4057e+05,0,0,0,0
-3.7409e+05,0,0,0,-1.7902e+05,-1.5657e+05,-0,-0,-0,-27616,-0,-0,8768.7,-1205.1,5.5888e+05,0,0,0,0
3.5771e+05,0,0,0,-96051,-1.823e+05,-0,-0,-0,-47434,-0,-0,4723.3,1796.6,3.6593e+05,0,0,0,0
1.2639e+06,0,0,0,3.9397e+05,36931,-0,-0,-0,-85630,-0,-0,-7542.3,7334.8,-9.9e+05,-0,-0,-0,0
1.3206e+06,0,0,0,-3.293e+05,2.2938e+05,-0,-0,-0,-1.51e+05,-0,-0,849.05,16993,5.643e+05,0,0,0,0
-2.0672e+05,0,0,0,-65180,-75618,0,0,0,1.0279e+05,0,0,8937.9,-1973,4.7887e+05,0,0,0,0
-5.8484e+05,0,0,0,8.8514e+05,42699,0,0,0,31902,0,0,2214.4,1001.5,-1.7919e+06,-0,-0,-0,0
2.4846e+05,0,0,0,2.1535e+05,-44079,0,0,0,40838,0,0,-462.96,-1100.6,-9.9276e+05,-0,-0,-0,0
4.9251e+05,0,0,0,-46915,-24621,-0,-0,-0,-1.4204e+05,-0,-0,3840.3,15144,-3.7139e+05,-0,-0,-0,0
-6.8445e+05,0,0,0,-7.7774e+05,3.1047e+05,0,0,0,1.2113e+05,0,0,-3650.4,-5064.7,1.0919e+06,0,0,0,0
-5.6437e+05,0,0,0,-40914,1.1361e+05,0,0,0,78858,0,0,-4391.6,-5586,2.3731e+05,0,0,0,0
-2.2927e+06,0,0,0,-1.1944e+06,-61601,0,0,0,64689,0,0,-9914.2,-7215.7,2.3597e+06,0,0,0,0
-3.5965e+05,0,0,0,1.0588e+06,-56930,0,0,0,1.1504e+05,0,0,-2604,-14597,-1.5214e+06,-0,-0,-0,0
-1.8969e+06,0,0,0,8.2991e+05,-1.3139e+05,0,0,0,42869,0,0,1837.7,-11974,-1.6356e+06,-0,-0,-0,0
2.7542e+05,0,0,0,-1408,25249,0,0,0,77106,0,0,2828.3,-16911,-3.2877e+05,-0,-0,-0,0
2.9629e+06,0,0,0,-3.0199e+05,-67941,-0,-0,-0,-62829,-0,-0,9116.7,-6249.2,3.2177e+05,0,0,0,0
4.696e+05,0,0,0,-47847,35552,-0,-0,-0,-61804,-0,-0,14013,-3919.5,7.2981e+05,0,0,0,0
1.4832e+06,0,0,0,-6.025e+05,1.2087e+05,-0,-0,-0,-29791,-0,-0,17403,-4642.7,1.6882e+06,0,0,0,0
-8.4839e+05,0,0,0,-16626,2150.8,0,0,0,1215.9,0,0,470.81,-6599,2.7045e+05,0,0,0,0
5.748e+05,0,0,0,98667,-2.0589e+05,-0,-0,-0,-4871.5,-0,-0,1935.7,-6046.7,67977,-0,-0,-0,0
8.393e+05,0,0,0,1.0557e+06,-3.4092e+05,-0,-0,-0,-60627,-0,-0,8312.3,-397.26,-1.9195e+06,-0,-0,-0,0
-1.2328e+05,0,0,0,-7.3936e+05,-1.186e+05,0,0,0,1.0437e+05,0,0,11917,-14077,1.4107e+06,0,0,0,0
-1.046e+06,0,0,0,-1.6822e+05,54083,-0,-0,-0,-38355,-0,-0,7399.7,-4248.4,5.3931e+05,0,0,0,0
9.4075e+05,0,0,0,-4.0504e+05,50017,-0,-0,-0,-30095,-0,-0,-559.93,-3592.2,9.236e+05,0,0,0,0
6.9585e+05,0,0,0,4.6557e+05,-40058,-0,-0,-0,-37424,-0,-0,935.09,-1710.2,-8.9544e+05,-0,-0,-0,0
-4.5987e+05,0,0,0,39920,1.0615e+05,-0,-0,-0,-85390,-0,-0,-8914.9,4408.6,-1.7241e+05,-0,-0,-0,0
-5.1975e+05,0,0,0,-43549,32196,0,0,0,39099,0,0,-9183.8,-4451.2,-1.7732e+05,-0,-0,-0,0
-6.4359e+05,0,0,0,26938,26646,0,0,0,53001,0,0,-2565.3,-7327.8,-1.7768e+05,-0,-0,-0,0
4.7416e+05,0,0,0,-4.1031e+05,-1.489e+05,0,0,0,14988,0,0,3300.5,-5654.1,1.1097e+06,0,0,0,0
-3.7225e+05,0,0,0,9.6352e+05,1.2534e+05,-0,-0,-0,-12039,-0,-0,7658.2,-3568.9,-1.5304e+06,-0,-0,-0,0
-1.4263e+06,0,0,0,-9.5804e+05,1.3281e+05,-0,-0,-0,-3296.8,-0,-0,3845.5,-3975.6,1.8847e+06,0,0,0,0
4.065e+05,0,0,0,4.3505e+05,18689,0,0,0,49421,0,0,7164.8,-8973,-2.5836e+05,-0,-0,-0,0
7.823e+05,0,0,0,1.681e+05,76605,0,0,0,1.5968e+05,0,0,5471.6,-21497,-55846,-0,-0,-0,0
1.1349e+06,0,0,0,-4789.9,-56415,-0,-0,-0,-39342,-0,-0,944.04,-8348.8,-4.1122e+05,-0,-0,-0,0
-3.1772e+05,0,0,0,23650,-1.8811e+05,-0,-0,-0,-80381,-0,-0,4763.3,-2819.8,313.47,-0,-0,-0,0
-7.4943e+05,0,0,0,-4.9441e+05,-16700,-0,-0,-0,-53215,-0,-0,-10478,-2373,6.379e+05,0,0,0,0
-2.69e+06,0,0,0,5.6644e+05,38957,0,0,0,54367,0,0,-479.06,-10838,-1.0092e+06,-0,-0,-0,0
52026,0,0,0,-5196.2,3.3051e+05,0,0,0,38147,0,0,-628.66,-11338,-1.4498e+05,-0,-0,-0,0
5.6849e+05,0,0,0,2.518e+05,-55339,-0,-0,-0,-9744.9,-0,-0,-1848.1,-8126.5,-7.2013e+05,-0,-0,-0,0
2.1592e+06,0,0,0,-5.0278e+05,-1.2816e+05,-0,-0,-0,-55441,-0,-0,-6278.8,-3285.2,7.0553e+05,0,0,0,0
-2.7076e+05,0,0,0,2.282e+05,-1.5109e+05,-0,-0,-0,-70855,-0,-0,1723,352.45,-3.3533e+05,-0,-0,-0,0
-1.4667e+06,0,0,0,-3.6459e+05,2.707e+05,0,0,0,78259,0,0,-5578.7,-11470,7.5863e+05,0,0,0,0
7.634e+05,0,0,0,-1.2838e+06,71560,-0,-0,-0,-62842,-0,-0,11103,-709.76,3.332e+06,0,0,0,0
-61078,0,0,0,6.533e+05,1.5142e+05,-0,-0,-0,-86275,-0,-0,-1007.5,4004.2,-4.5996e+05,-0,-0,-0,0
90820,0,0,0,5.0226e+05,1.2463e+05,-0,-0,-0,-73175,-0,-0,-5617.9,5784.9,-1.0184e+06,-0,-0,-0,0
7.7205e+05,0,0,0,-5.0475e+05,-1.2997e+05,-0,-0,-0,-3712,-0,-0,5529.5,-677.38,1.7833e+06,0,0,0,0
8.9218e+05,0,0,0,-4.3974e+05,-2.1965e+05,0,0,0,22329,0,0,9784.2,-3144.1,1.9633e+06,0,0,0,0
-43717,0,0,0,4.0093e+05,-1.0937e+05,0,0,0,6461.6,0,0,16585,-2082.7,4.9515e+05,0,0,0,0
4.557e+05,0,0,0,7.0356e+05,1.4315e+05,0,0,0,77359,0,0,6463.3,-9275.1,-8.6103e+05,-0,-0,-0,0
-2.2899e+06,0,0,0,-6.5634e+05,-1.1665e+05,-0,-0,-0,-40805,-0,-0,10934,-703.11,1.7468e+06,0,0,0,0
752.72,0,0,0,6.2338e+05,-46907,-0,-0,-0,-1.286e+05,-0,-0,7068.6,9437.9,-7.6716e+05,-0,-0,-0,0
