0,0,1,0,0,0,-0,-0,1,0,0,0,0,0,1,0,0,0
-0.62647,-2.0439,6.7152,0,0,0,-0.67208,-2.2924,6.6301,0,0,0,-0.62647,-2.0439,6.7152,0,0,0
-0.94168,-3.062,10.233,0,0,0,-1.078,-3.6769,9.8796,-8.6216e-05,-3.1876e-05,0.00013077,-0.93986,-3.081,10.095,-8.6216e-05,-3.1876e-05,0.00013077
-1.0575,-3.432,11.692,0,0,0,-1.2459,-4.2497,11.13,-0.0001658,-6.1299e-05,0.00025147,-1.0523,-3.4722,11.416,-0.0001658,-6.1299e-05,0.00025147
-1.1,-3.5672,12.257,0,0,0,-1.3114,-4.4728,11.523,-0.00021552,-7.9684e-05,0.00032689,-1.0907,-3.626,11.839,-0.00021552,-7.9684e-05,0.00032689
-0.40462,-0.0087652,8.6652,0,0,0,-1.8967,0.20319,7.8394,0.0015141,0.0033392,-0.0025169,-0.53183,0.13414,8.0495,0.0015141,0.0033392,-0.0025169
-1.2414,1.2223,-0.17539,0,0,0,-1.0818,1.3684,-1.8301,-2.2178e-05,-0.0031392,-0.0084239,-1.2092,1.5569,-1.5831,-2.2178e-05,-0.0031392,-0.0084239
-0.83902,-0.13134,3.146,0,0,0,-0.69826,0.2016,2.8525,-0.018884,-0.065017,-0.010933,-0.58193,0.09919,2.8839,-0.018884,-0.065017,-0.010933
-1.5512,-1.8892,4.5871,0,0,0,-1.9075,-1.6064,4.2105,-0.021594,-0.059282,-0.0077439,-1.4345,-1.7606,4.3347,-0.021594,-0.059282,-0.0077439
-0.69072,-2.899,4.7634,0,0,0,-0.32467,-3.019,4.2234,-0.019476,-0.053069,-0.0028979,-0.26646,-2.9215,4.2954,-0.019476,-0.053069,-0.0028979
1.3076,-1.1777,0.85758,0,0,0,1.847,-1.0519,-0.093567,-0.017148,-0.054244,0.0084086,1.8234,-1.0887,0.12895,-0.017148,-0.054244,0.0084086
2.9087,1.2302,3.9404,0,0,0,2.8435,0.96356,4.1127,-0.0094026,-0.066881,0.0029163,2.9277,1.5012,3.8863,-0.0094026,-0.066881,0.0029163
1.7317,-1.2681,4.356,0,0,0,0.57729,-1.0161,4.2988,0.018956,-0.046615,-0.0061222,0.91406,-1.1294,4.2112,0.018956,-0.046615,-0.0061222
0.73608,-0.23578,-2.0954,0,0,0,0.050891,0.08834,-2.8573,0.0016752,-0.047878,-0.006328,-0.0037309,0.052531,-2.8586,0.0016752,-0.047878,-0.006328
1.593,-1.0482,-2.8029,0,0,0,1.1602,-1.0149,-2.6681,0.013118,-0.087435,-0.00026701,1.2002,-0.95267,-2.6733,0.013118,-0.087435,-0.00026701
2.2561,-1.0209,-2.6873,0,0,0,1.9634,-0.40243,-2.041,-0.0044479,-0.093644,0.00042023,1.8815,-0.72683,-2.0283,-0.0044479,-0.093644,0.00042023
0.84216,2.7624,1.074,0,0,0,0.18069,3.3948,2.0599,0.029875,-0.097267,0.0064662,-0.082363,3.2887,2.2313,0.029875,-0.097267,0.0064662
0.28226,1.8874,0.10688,0,0,0,-0.41272,2.3532,0.56941,0.017522,-0.064881,-0.018692,-0.38015,2.3272,0.68683,0.017522,-0.064881,-0.018692
-3.3249,0.3661,6.9301,0,0,0,-3.3844,1.3412,8.2732,0.0071607,-0.068065,-0.018204,-4.2729,0.56059,7.9453,0.0071607,-0.068065,-0.018204
-2.4418,0.13781,-1.1761,0,0,0,-2.2536,0.23129,-1.9875,0.013903,-0.010153,-0.01588,-2.2117,0.31766,-2.0223,0.013903,-0.010153,-0.01588
-5.4395,-0.98793,-4.1664,0,0,0,-5.5573,-1.3233,-4.4642,-0.017489,-0.049927,-0.0078065,-5.5608,-1.0751,-4.5261,-0.017489,-0.049927,-0.0078065
-3.8498,0.23392,-3.0608,0,0,0,-2.6353,0.1291,-2.5442,-0.025099,-0.083445,0.0066679,-2.7102,0.36721,-2.4402,-0.025099,-0.083445,0.0066679
0.82402,-0.73399,-1.6362,0,0,0,2.9666,-0.7472,-0.50754,-0.046771,-0.076767,-0.0063962,2.8726,-0.81981,-0.83252,-0.046771,-0.076767,-0.0063962
-0.15939,0.15976,-0.035637,0,0,0,0.10301,0.34134,0.8334,-0.043026,-0.058153,0.0012647,0.22053,0.3085,0.82333,-0.043026,-0.058153,0.0012647
2.0348,1.3132,3.898,0,0,0,1.6085,2.0598,5.1486,-0.032934,-0.052258,-0.0070322,2.6123,1.7307,4.8496,-0.032934,-0.052258,-0.0070322
-0.30771,0.48294,2.3036,0,0,0,-0.90074,0.82589,2.1509,-0.0278,-0.046717,-0.0096651,-0.87876,0.69149,2.2067,-0.0278,-0.046717,-0.0096651
1.1119,-1.9256,1.9991,0,0,0,1.1534,-2.2548,1.9225,-0.028664,-0.044172,-0.0024148,1.2963,-2.3106,1.7581,-0.028664,-0.044172,-0.0024148
2.1112,-4.4307,-3.9396,0,0,0,2.2784,-5.6998,-4.6715,-0.036381,-0.03959,0.012356,2.2747,-5.5019,-4.9047,-0.036381,-0.03959,0.012356
1.4925,-3.3946,2.6462,0,0,0,0.47768,-3.6068,4.2107,-0.024041,-0.079999,0.023136,1.0107,-4.1609,3.5542,-0.024041,-0.079999,0.023136
-0.11274,-1.9216,2.1597,0,0,0,-1.0006,-2.2445,2.3893,-0.05162,-0.05405,0.015204,-0.92867,-2.2964,2.3689,-0.05162,-0.05405,0.015204
1.8872,-1.7166,3.9979,0,0,0,2.3876,-1.6723,4.2862,-0.047776,-0.058255,0.0073625,2.2162,-2.0207,4.2278,-0.047776,-0.058255,0.0073625
2.4618,-2.53,0.008291,0,0,0,2.5269,-3.1213,-0.67391,-0.05106,-0.038641,0.01328,2.4644,-3.1531,-0.7526,-0.05106,-0.038641,0.01328
1.3442,-1.0078,0.60956,0,0,0,0.76819,-1.1659,0.2375,-0.054201,-0.073697,0.013336,0.70215,-1.1773,0.35616,-0.054201,-0.073697,0.013336
0.80408,-1.3792,0.18323,0,0,0,0.2777,-1.6322,0.039825,-0.029466,-0.075461,0.0074865,0.22093,-1.6413,-0.014095,-0.029466,-0.075461,0.0074865
0.12087,-1.2929,-0.26982,0,0,0,-0.43737,-1.5731,-0.24808,-0.030762,-0.062803,0.010509,-0.43462,-1.5482,-0.37641,-0.030762,-0.062803,0.010509
1.1944,-3.2073,2.99,0,0,0,0.8805,-3.9447,3.8238,-0.040983,-0.054109,0.021585,1.2913,-4.0824,3.5529,-0.040983,-0.054109,0.021585
0.33785,-0.69331,-3.0007,0,0,0,0.33659,-0.82131,-3.881,-0.043007,-0.028499,0.0040915,-0.026751,-0.70023,-3.9191,-0.043007,-0.028499,0.0040915
