0,0,0,0,0,0,0,0,0,0,0,0,3.0002e+05,0,0,0
-1.235e+07,-1.0027e+07,-1.2438e+07,-1.0115e+07,-0,-0,-0,-854.49,-0,-0,0,0,3.5018e+05,0,0,0
-1.2257e+07,-9.9402e+06,-1.2342e+07,-1.0026e+07,-0,-0,-0,-1773.1,-0,-0,5.6472e-09,-1.2982e-10,3.6405e+05,0,0,0
-1.1998e+07,-9.7191e+06,-1.208e+07,-9.8004e+06,-0,-0,-0,-2728.2,-0,-0,1.9781e-07,-8.1318e-09,3.7715e+05,0,0,0
-1.0981e+07,-8.8824e+06,-1.1049e+07,-8.9501e+06,-0,-0,-0,-3552.9,-0,-0,4.9161e-06,-3.3361e-07,3.6988e+05,0,0,0
-8.0855e+06,-6.5256e+06,-8.119e+06,-6.5591e+06,-0,-0,-0,-3730.1,-0,-0,6.0752e-05,-6.3047e-06,3.0051e+05,0,0,0
-1.0221e+07,-8.8563e+06,-1.0164e+07,-8.7996e+06,-0,-0,-0,-905.57,-0,-0,8.7135e-05,-9.7437e-06,1.1958e+05,0,0,0
-8.5329e+06,-7.6892e+06,-8.5027e+06,-7.659e+06,0,0,0,1970.9,0,0,0.00016044,-2.6911e-05,-46373,-0,-0,-0
-6.7186e+06,-5.9947e+06,-6.6924e+06,-5.9685e+06,0,0,0,1639.4,0,0,0.00017049,-3.2032e-05,-19052,-0,-0,-0
3.1416e+06,3.7394e+06,3.1518e+06,3.7496e+06,0,0,0,394.05,0,0,0.00017755,-4.8219e-05,23902,0,0,0
1.1389e+07,1.1873e+07,1.1389e+07,1.1874e+07,-0,-0,-0,-1627,-0,-0,0.00015386,-5.924e-05,47497,0,0,0
1.8655e+07,1.8851e+07,1.8654e+07,1.885e+07,-0,-0,-0,-5120.6,-0,-0,0.0001245,-7.4099e-05,1.7114e+05,0,0,0
8.9911e+06,9.0893e+06,8.9912e+06,9.0894e+06,-0,-0,-0,-392.33,-0,-0,9.9326e-05,-0.00010787,-4944.2,-0,-0,-0
4.0201e+06,4.0791e+06,4.019e+06,4.078e+06,-0,-0,-0,-710.66,-0,-0,7.7224e-05,-0.00015544,-33795,-0,-0,-0
2.7245e+06,2.7431e+06,2.7229e+06,2.7415e+06,0,0,0,144.46,0,0,5.7695e-05,-0.00020616,-59979,-0,-0,-0
4.4409e+06,4.3704e+06,4.4407e+06,4.3701e+06,-0,-0,-0,-5072.7,-0,-0,4.2068e-05,-0.00025832,65283,0,0,0
5.2091e+06,5.0598e+06,5.2073e+06,5.058e+06,0,0,0,860.74,0,0,2.8869e-05,-0.00032487,-54982,-0,-0,-0
-1.7952e+06,-1.7492e+06,-1.7973e+06,-1.7513e+06,0,0,0,1927.6,0,0,1.8457e-05,-0.00040144,-59488,-0,-0,-0
-3.309e+07,-3.2983e+07,-3.3094e+07,-3.2987e+07,0,0,0,3103.3,0,0,1.2714e-05,-0.0004704,-75344,-0,-0,-0
-2.6193e+07,-2.6626e+07,-2.6195e+07,-2.6628e+07,0,0,0,6332.3,0,0,1.3906e-05,-0.00052569,-2.2466e+05,-0,-0,-0
-1.5825e+07,-1.6467e+07,-1.5825e+07,-1.6467e+07,0,0,0,6217.6,0,0,2.1374e-05,-0.00055508,-1.7405e+05,-0,-0,-0
-7.7606e+06,-8.2829e+06,-7.7601e+06,-8.2824e+06,0,0,0,8456.4,0,0,3.1072e-05,-0.00055097,-1.5638e+05,-0,-0,-0
5.7883e+06,6.1275e+06,5.7911e+06,6.1303e+06,0,0,0,4822,0,0,4.031e-05,-0.00050717,-1.1114e+05,-0,-0,-0
5.4903e+06,5.8474e+06,5.4953e+06,5.8524e+06,0,0,0,3327.3,0,0,4.5542e-05,-0.0004287,-43892,-0,-0,-0
1.8264e+07,1.8863e+07,1.8271e+07,1.887e+07,0,0,0,3082.2,0,0,4.1709e-05,-0.0003288,-1.3204e+05,-0,-0,-0
1.4098e+07,1.4494e+07,1.41e+07,1.4496e+07,0,0,0,3579.6,0,0,2.4249e-05,-0.00021188,-1.5802e+05,-0,-0,-0
2.0455e+07,2.0513e+07,2.0456e+07,2.0515e+07,0,0,0,3319.7,0,0,-2.7347e-06,-7.7201e-05,-1.5817e+05,-0,-0,-0
1.1132e+07,1.1097e+07,1.1136e+07,1.11e+07,0,0,0,835.9,0,0,-3.3809e-05,7.5666e-05,-1.5151e+05,-0,-0,-0
2.9483e+06,2.9795e+06,2.9531e+06,2.9843e+06,0,0,0,6209.7,0,0,-7.0867e-05,0.00023887,-1.93e+05,-0,-0,-0
-3.8295e+06,-3.6884e+06,-3.8259e+06,-3.6848e+06,0,0,0,2767.4,0,0,-0.00011756,0.00042183,-31351,-0,-0,-0
2.8119e+06,2.8077e+06,2.8125e+06,2.8084e+06,0,0,0,2070.9,0,0,-0.000174,0.00062766,-2517.7,-0,-0,-0
2.6218e+06,2.5859e+06,2.6223e+06,2.5864e+06,0,0,0,917.13,0,0,-0.00023539,0.00084587,-31398,-0,-0,-0
5.8259e+05,5.8224e+05,5.7924e+05,5.789e+05,-0,-0,-0,-2210.7,-0,-0,-0.0002985,0.0010714,96927,0,0,0
